"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage""Inbetriebnahmedatum der KWK-Anlage""Elektrische KWK-Leistung""Thermische Nutzleistung in kW"
"SEE989831478342";"44395";"In Betrieb";"Wind";"3000";"3000";"21.1.2012";"5.2.2019";"Rheinland-Pfalz";"67551";"Worms";"";"";"Pfeddersheim";"Flur 21 Flurstück 79/2 und 80";"07319000";"49,650905";"8,28551";"";"";"Windpark Worms II";"119";"112";"Vestas Deutschland GmbH";"V112";"";"";"Horizontalläufer";"Windkraft an Land";"16.7.2021";"";"";"Windpark Pfeddersheim GmbH & Co.KG";"ABR944017204559";"Volleinspeisung";"SGE960570226494";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"Geprüft";"Mittelspannung";"SEL928659263242";"EEG977612759056";"E32954010200000000001600317015565";"21.1.2012";"";""""""""
"SEE925003720796";"825506";"In Betrieb";"Wind";"2300";"2300";"18.12.2013";"7.2.2019";"Rheinland-Pfalz";"55471";"Külz";"";"";"Külz";"Flur7: 79/9";"07140076";"50,003016";"7,467705";"";"";"WP Kisselsheide";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"28.5.2019";"";"";"Windpark GmbH & Co. Kisselsheide KG";"ABR902149169269";"Volleinspeisung";"SGE934068296740";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL901226234982";"EEG917136866151";"E31238010000000000000031144888144";"18.12.2013";"";""""""""
"SEE911935943761";"40547";"In Betrieb";"Wind";"500";"500";"11.3.1996";"6.2.2019";"Rheinland-Pfalz";"56479";"Salzburg";"";"";"Salzburg";"Flurstück 66 / 2";"07143291";"50,67";"8,051";"";"";"Salzburger Kopf";"48";"40,3";"ENERCON GmbH";"E-40/5.40";"";"";"Horizontalläufer";"Windkraft an Land";"1.6.2020";"";"";"natürliche Person (ABR921332098889)";"ABR921332098889";"Volleinspeisung";"SGE988160555229";"Energienetze Mittelrhein GmbH &amp; Co. KG (SNB980055629275)";"SNB980055629275";"Geprüft";"Mittelspannung";"SEL918588435674";"EEG928846882560";"E31102010000000000001274446800001";"1.1.2000";"";""""""""
"SEE942134321470";"BWN01 - 85517";"In Betrieb";"Wind";"2400";"2400";"9.9.2017";"7.2.2019";"Rheinland-Pfalz";"54426";"Berglicht";"";"";"Berglicht";"Flur 9: 18";"07231006";"49,774174";"6,959297";"";"";"WP Berger-Wacken";"140,6";"116,8";"Nordex SE";"N117/2400 PH141";"";"";"Horizontalläufer";"Windkraft an Land";"16.8.2019";"";"";"Energreen Windpark Berger-Wacken GmbH & Co. KG";"ABR983113982862";"Volleinspeisung";"SGE964470969932";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL911819680492";"EEG993308375379";"E3123801W000000000005258220151966";"9.9.2017";"";""""""""
"SEE958706407503";"825505";"In Betrieb";"Wind";"2300";"2300";"20.12.2013";"7.2.2019";"Rheinland-Pfalz";"55471";"Külz";"";"";"Külz";"Flur7: 79/9";"07140076";"50,003318";"7,462672";"";"";"Windpark Kisselsheide";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"22.11.2019";"";"";"Windpark GmbH & Co. Kisselsheide KG";"ABR902149169269";"Volleinspeisung";"SGE934068296740";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL901226234982";"EEG917327367702";"E31238010000000000000031144888142";"20.12.2013";"";""""""""
"SEE904307471900";"1260044";"In Betrieb";"Wind";"7580";"7580";"29.10.2012";"7.2.2019";"Rheinland-Pfalz";"55494";"Rheinböllen";"";"";"Rheinböllen";"Flur 14 Flurstück Nr. 7/3";"07140125";"49,978479";"7,682222";"";"";"Windpark Ellern";"135";"127";"ENERCON GmbH";"E126";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE990584094260";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG944486446030";"E31238010000000000000021070019134";"29.10.2012";"";""""""""
"SEE952969322696";"1260040";"In Betrieb";"Wind";"7580";"7580";"28.12.2012";"7.2.2019";"Rheinland-Pfalz";"55497";"Ellern";"";"";"Ellern";"Flur 10 Flurstück Nr. 5/24";"07140035";"49,963953";"7,653295";"";"";"Windpark Ellern";"135";"127";"ENERCON GmbH";"E126";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE990584094260";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG914626053992";"E31238010000000000000021070025269";"28.12.2012";"";""""""""
"SEE928556094406";"1010141";"In Betrieb";"Wind";"3050";"3050";"14.6.2013";"7.2.2019";"Rheinland-Pfalz";"55497";"Ellern";"";"";"Ellern";"Flur 10 Flurstück Nr. 5/24";"07140035";"49,966809";"7,650566";"";"";"Windpark Ellern";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE990584094260";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG914900013902";"E31238010000000000000021070019138";"14.6.2013";"";""""""""
"SEE955326587226";"1260041";"In Betrieb";"Wind";"7580";"7580";"22.11.2012";"7.2.2019";"Rheinland-Pfalz";"55497";"Ellern";"";"";"Ellern";"Ellern Flur 10 Flurstück Nr. 5/24";"07140035";"49,967849";"7,661163";"";"";"Windpark Ellern";"135";"127";"ENERCON GmbH";"E126";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE990584094260";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG989812918447";"E31238010000000000000021070025246";"22.11.2012";"";""""""""
"SEE979825336246";"1260042";"In Betrieb";"Wind";"7580";"7580";"27.11.2012";"7.2.2019";"Rheinland-Pfalz";"55497";"Ellern";"";"";"Ellern";"Flur 10 Flurstück Nr. 5/24";"07140035";"49,971947";"7,665554";"";"";"Windpark Ellern";"135";"127";"ENERCON GmbH";"E126";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE990584094260";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG938788755273";"E31238010000000000000021070025271";"27.11.2012";"";""""""""
"SEE910525984641";"1260043";"In Betrieb";"Wind";"7580";"7580";"17.12.2012";"7.2.2019";"Rheinland-Pfalz";"55494";"Rheinböllen";"";"";"Rheinböllen";"Flur 14 Flurstück Nr. 7/3";"07140125";"49,976332";"7,67461";"";"";"Windpark Ellern";"135";"127";"ENERCON GmbH";"E126";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE990584094260";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG926280672273";"E31238010000000000000021070025254";"17.12.2012";"";""""""""
"SEE925448135438";"1010142";"In Betrieb";"Wind";"3050";"3050";"3.5.2013";"7.2.2019";"Rheinland-Pfalz";"55494";"Rheinböllen";"";"";"Rheinböllen";"Flur 14 Flurstück Nr. 7/3";"07140125";"49,975627";"7,667196";"";"";"Windpark Ellern";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE990584094260";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG913499323959";"E31238010000000000000021070019132";"3.5.2013";"";""""""""
"SEE917785912582";"1010143";"In Betrieb";"Wind";"3050";"3050";"12.4.2013";"7.2.2019";"Rheinland-Pfalz";"55494";"Rheinböllen";"";"";"Rheinböllen";"Flur 14 Flurstück Nr. 7/3";"07140125";"49,983956";"7,684542";"";"";"Windpark Ellern";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE990584094260";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG942779279730";"E31238010000000000000021070025273";"12.4.2013";"";""""""""
"SEE907866943499";"1010215";"In Betrieb";"Wind";"3050";"3050";"22.7.2013";"8.2.2019";"Rheinland-Pfalz";"55444";"Seibersbach";"";"";"Seibersbach";"Flur 16 Flurstück Nr. 1/4";"07133023";"49,948864";"7,676284";"";"";"Windpark Seibersbach-Dörrebach";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE983515504167";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG958728159619";"E31238010000000000000021070025250";"22.7.2013";"";""""""""
"SEE918882837587";"1010216";"In Betrieb";"Wind";"3050";"3050";"29.8.2013";"8.2.2019";"Rheinland-Pfalz";"55444";"Seibersbach";"";"";"Seibersbach";"Flur 16 Flurstück Nr. 1/4";"07133023";"49,947672";"7,669612";"";"";"Windpark Seibersbach-Dörrebach";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE983515504167";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG918089663439";"E31238010000000000000021070019141";"29.8.2013";"";""""""""
"SEE916303532165";"1010218";"In Betrieb";"Wind";"3050";"3050";"16.9.2013";"8.2.2019";"Rheinland-Pfalz";"55444";"Seibersbach";"";"";"Seibersbach";"Flur 16 Flurstück Nr. 1/4";"07133023";"49,94473";"7,664062";"";"";"Windpark Seibersbach-Dörrebach";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE983515504167";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG943674150582";"E31238010000000000000021070083365";"16.9.2013";"";""""""""
"SEE932180143034";"1010217";"In Betrieb";"Wind";"3050";"3050";"19.8.2013";"8.2.2019";"Rheinland-Pfalz";"55444";"Dörrebach";"";"";"Dörrebach";"Flur 12 Flurstück Nr. 1/5";"07133025";"49,944813";"7,671252";"";"";"Windpark Seibersbach-Dörrebach";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE983515504167";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG910034498516";"E31238010000000000000021070025274";"19.8.2013";"";""""""""
"SEE957868134722";"1010219";"In Betrieb";"Wind";"3050";"3050";"13.12.2012";"12.2.2019";"Rheinland-Pfalz";"55444";"Dörrebach";"";"";"Dörrebach";"Flur 12 Flurstück Nr. 1/5";"07133025";"49,942203";"7,665609";"";"";"Windpark Seibersbach-Dörrebach";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE983515504167";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG917217031744";"E31238010000000000000021070060483";"13.12.2012";"";""""""""
"SEE968664014682";"IMS01 - NX86191";"In Betrieb";"Wind";"3000";"3000";"30.1.2019";"8.2.2019";"Rheinland-Pfalz";"67808";"Imsweiler";"";"";"Imsweiler";"Flur0: 2170";"07333034";"49,60915";"7,757556";"";"";"Windpark Imsweiler";"141";"117";"Nordex Energy GmbH";"N117/3000";"";"";"Horizontalläufer";"Windkraft an Land";"30.8.2021";"";"";"LHI GII2 WP Ims Gun 2369 GmbH & Co. KG";"ABR961932993009";"Volleinspeisung";"SGE997623635798";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung";"SEL927633668530";"EEG970987365075";"E3025401WEA0004100037160000015467";"30.1.2019";"WIN18-1/056";""""""""
"SEE967655571296";"IMS02 - NX86192";"In Betrieb";"Wind";"3000";"3000";"30.1.2019";"8.2.2019";"Rheinland-Pfalz";"67808";"Imsweiler";"";"";"Imsweiler";"Flur0: 2152/1";"07333034";"49,605765";"7,758112";"";"";"Windpark Imsweiler";"141";"117";"Nordex Energy GmbH";"N117/3000";"";"";"Horizontalläufer";"Windkraft an Land";"30.8.2021";"";"";"LHI GII2 WP Ims Gun 2369 GmbH & Co. KG";"ABR961932993009";"Volleinspeisung";"SGE997623635798";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung";"SEL927633668530";"EEG954542485576";"E3025401WEA0004100037160000015468";"30.1.2019";"WIN18-1/056";""""""""
"SEE929280728759";"IMS03 - NX86193";"In Betrieb";"Wind";"3000";"3000";"30.1.2019";"8.2.2019";"Rheinland-Pfalz";"67808";"Imsweiler";"";"";"Imsweiler";"Flur0: 2152/2";"07333034";"49,606658";"7,762519";"";"";"Windpark Imsweiler";"141";"117";"Nordex Energy GmbH";"N117/3000";"";"";"Horizontalläufer";"Windkraft an Land";"30.8.2021";"";"";"LHI GII2 WP Ims Gun 2369 GmbH & Co. KG";"ABR961932993009";"Volleinspeisung";"SGE997623635798";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung";"SEL927633668530";"EEG946742011815";"E3025401WEA0004100037160000015469";"30.1.2019";"WIN18-1/056";""""""""
"SEE927804062518";"BWN02 - 85518";"In Betrieb";"Wind";"2400";"2400";"5.9.2017";"8.2.2019";"Rheinland-Pfalz";"54426";"Berglicht";"";"";"Berglicht";"Flur 9: 7";"07231006";"49,776099";"6,968023";"";"";"WP Berger-Wacken";"140,6";"116,8";"Nordex SE";"N117/2400 PH141";"";"";"Horizontalläufer";"Windkraft an Land";"28.5.2019";"";"";"Energreen Windpark Berger-Wacken GmbH & Co. KG";"ABR983113982862";"Volleinspeisung";"SGE964470969932";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL911819680492";"EEG948086408191";"E31238010000000000000052582251969";"5.9.2017";"";""""""""
"SEE933495466092";"WKA Hof";"In Betrieb";"Wind";"950";"950";"3.12.2003";"10.2.2019";"Rheinland-Pfalz";"56472";"Hof";"";"";"Hof";"Flur 20 Flurstück 64";"07143243";"50,668215";"8,032498";"";"";"Hof";"89";"58";"ENERCON GmbH";"E58";"";"";"Horizontalläufer";"Windkraft an Land";"12.9.2019";"";"";"Kolb&Fischbach GbR";"ABR930454920961";"Volleinspeisung";"SGE925306328675";"Energienetze Mittelrhein GmbH &amp; Co. KG (SNB980055629275)";"SNB980055629275";"Geprüft";"Mittelspannung";"SEL927516909088";"EEG961087823299";"E31102010000000000001274439500001";"24.11.2003";"";""""""""
"SEE919149133329";"WKA  FUH37G1D250";"In Betrieb";"Wind";"250";"250";"29.5.1996";"1.8.2019";"Rheinland-Pfalz";"56479";"Salzburg";"";"";"Salzburg";"2 / 136";"07143291";"50";"8";"";"";"";"42";"29,5";"Fuhrländer AG";"FL 250";"";"";"Horizontalläufer";"Windkraft an Land";"1.8.2019";"";"";"natürliche Person (ABR921576934936)";"ABR921576934936";"Volleinspeisung";"";"Energienetze Mittelrhein GmbH &amp; Co. KG (SNB980055629275)";"SNB980055629275";"Geprüft";"Mittelspannung";"SEL967474403945";"EEG938424276643";"E00035056472000000000000012744409";"29.5.1996";"";""""""""
"SEE960958276820";"E921297 - WEI3";"In Betrieb";"Wind";"2350";"2350";"7.2.2019";"11.2.2019";"Rheinland-Pfalz";"55768";"Hoppstädten-Weiersbach";"";"";"Weiersbach";"Flur 16 Flurstück 23";"07134042";"49,59997";"7,212961";"";"";"Windpark Weiersbach";"138";"92";"ENERCON GmbH";"E-92";"";"";"Horizontalläufer";"Windkraft an Land";"14.6.2021";"";"";"Windkraft Ehrenhübel GmbH";"ABR967399122167";"Volleinspeisung";"SGE947743635277";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL983726299425";"EEG970701123332";"E3123801W000000000000025131238865";"7.2.2019";"WIN18-2/008";""""""""
"SEE941731904147";"41340";"In Betrieb";"Wind";"500";"500";"7.8.1998";"11.2.2019";"Rheinland-Pfalz";"57642";"Alpenrod";"";"";"Alpenrod";"Flur 8, Flurstück 46 und 47";"07143202";"50,6237";"7,8508";"";"";"Alpenrod";"65";"40,3";"ENERCON GmbH";"E-40/5.40";"";"";"Horizontalläufer";"Windkraft an Land";"30.5.2020";"";"";"Buchta GbR";"ABR990101306470";"Volleinspeisung";"SGE955085788957";"Energienetze Mittelrhein GmbH &amp; Co. KG (SNB980055629275)";"SNB980055629275";"Geprüft";"Mittelspannung";"SEL993987048472";"EEG912940560004";"E31102010000000000001008269700001";"1.1.2000";"";""""""""
"SEE929242366760";"441102";"In Betrieb";"Wind";"600";"600";"20.6.2002";"11.2.2019";"Rheinland-Pfalz";"57642";"Alpenrod";"";"";"Alpenrod";"Flur 8, Flurstück 46 und 47";"07143202";"50,6223";"7,8513";"";"";"Alpenrod";"65";"44";"ENERCON GmbH";"E-40/6.44 E3";"";"";"Horizontalläufer";"Windkraft an Land";"20.12.2019";"";"";"Buchta GbR";"ABR990101306470";"Volleinspeisung";"";"Energienetze Mittelrhein GmbH &amp; Co. KG (SNB980055629275)";"SNB980055629275";"Geprüft";"Mittelspannung";"SEL993987048472";"EEG943271530671";"E31102010000000000002000219900001";"20.6.2002";"";""""""""
"SEE902763327267";"AZO04 - 224705";"In Betrieb";"Wind";"3600";"3600";"14.1.2019";"11.2.2019";"Rheinland-Pfalz";"54597";"Lünebach";"";"";"Lünebach";"Flur 3, 27/5";"07232262";"50,123982";"6,319622";"";"";"WP Arzfeld-Ost";"149";"136";"Vestas Deutschland GmbH";"Vestas V136 (3,6 MW)";"";"";"Horizontalläufer";"Windkraft an Land";"1.10.2019";"";"";"Blue Pearl III GmbH & Co. KG";"ABR934115143621";"Volleinspeisung";"SGE909185278580";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922537509545";"EEG959667527378";"E3123801W000000000005374811211081";"14.1.2019";"WIN18-1/055";""""""""
"SEE927845280261";"AZO05 - 224706";"In Betrieb";"Wind";"3600";"3600";"9.1.2019";"11.2.2019";"Rheinland-Pfalz";"54597";"Lünebach";"";"";"Lünebach";"Flur 4: 22, 60/23, 59/23";"07232262";"50,124914";"6,328064";"";"";"WP Arzfeld-Ost";"149";"136";"Vestas Deutschland GmbH";"Vestas V136 (3,6 MW)";"";"";"Horizontalläufer";"Windkraft an Land";"1.10.2019";"";"";"Blue Pearl III GmbH & Co. KG";"ABR934115143621";"Volleinspeisung";"SGE909185278580";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922537509545";"EEG994732351489";"E3123801W000000000005374811211082";"9.1.2019";"WIN18-1/055";""""""""
"SEE946095191578";"AZO06 - 224707";"In Betrieb";"Wind";"3600";"3600";"8.1.2019";"11.2.2019";"Rheinland-Pfalz";"54619";"Lichtenborn";"";"";"Kopscheid";"Flur 1: 130/4, 187/4";"07232201";"50,118336";"6,325226";"";"";"WP Arzfeld-Ost";"149";"136";"Vestas Deutschland GmbH";"Vestas V136 (3,6 MW)";"";"";"Horizontalläufer";"Windkraft an Land";"1.10.2019";"";"";"Blue Pearl III GmbH & Co. KG";"ABR934115143621";"Volleinspeisung";"SGE909185278580";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922537509545";"EEG964978950913";"E3123801W000000000005374811211083";"8.1.2019";"WIN18-1/055";""""""""
"SEE999271446108";"AZO01 - 224702";"In Betrieb";"Wind";"3600";"3600";"4.2.2019";"11.2.2019";"Rheinland-Pfalz";"54597";"Lünebach";"";"";"Lünebach";"Flur 2: 59, 120/57";"07232262";"50,127334";"6,315615";"";"";"WP Arzfeld-Ost";"149";"136";"Vestas Deutschland GmbH";"Vestas V136 (3,6 MW)";"";"";"Horizontalläufer";"Windkraft an Land";"1.10.2019";"";"";"Blue Pearl III GmbH & Co. KG";"ABR934115143621";"Volleinspeisung";"SGE909185278580";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922537509545";"EEG940262830802";"E3123801W000000000005374811211078";"4.2.2019";"WIN18-1/055";""""""""
"SEE952740514630";"AZO02 - 224703";"In Betrieb";"Wind";"3600";"3600";"28.2.2019";"11.3.2019";"Rheinland-Pfalz";"54597";"Lünebach";"";"";"Lünebach";"Flur 2: 67/39, 185/34, 186/34";"07232262";"50,12932";"6,325649";"";"";"WP Arzfeld-Ost";"149";"136";"Vestas Deutschland GmbH";"Vestas V136 (3,6 MW)";"";"";"Horizontalläufer";"Windkraft an Land";"1.10.2019";"";"";"Blue Pearl III GmbH & Co. KG";"ABR934115143621";"Volleinspeisung";"SGE909185278580";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922537509545";"EEG946163185362";"E3123801W000000000005374811211079";"28.2.2019";"WIN18-1/055";""""""""
"SEE938583122362";"AZO03 - 224704";"In Betrieb";"Wind";"3600";"3600";"18.2.2019";"27.2.2019";"Rheinland-Pfalz";"54597";"Lünebach";"";"";"Lünebach";"Flur 5: 158/1, 334/159";"07232262";"50,131733";"6,331616";"";"";"WP Arzfeld-Ost";"149";"136";"Vestas Deutschland GmbH";"Vestas V136 (3,6 MW)";"";"";"Horizontalläufer";"Windkraft an Land";"9.10.2019";"";"";"Blue Pearl III GmbH & Co. KG";"ABR934115143621";"Volleinspeisung";"SGE909185278580";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922537509545";"EEG976005604478";"E3123801W000000000005374811211080";"18.2.2019";"WIN18-1/055";""""""""
"SEE973679273702";"1010130";"In Betrieb";"Wind";"3050";"3050";"18.7.2013";"12.2.2019";"Rheinland-Pfalz";"55444";"Seibersbach";"";"";"Seibersbach";"Flur 1 Flurstück Nr. 1";"07133023";"49,968903";"7,673866";"";"";"Windpark Seibersbach-Hochsteinchen";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE956289083862";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG917594854455";"E31238010000000000000021070019135";"18.7.2013";"";""""""""
"SEE964352694310";"1010131";"In Betrieb";"Wind";"3050";"3050";"13.6.2013";"12.2.2019";"Rheinland-Pfalz";"55444";"Seibersbach";"";"";"Seibersbach";"Flur 1 Flurstück Nr. 2/15";"07133023";"49,974275";"7,677972";"";"";"Windpark Seibersbach-Hochsteinchen";"135,4";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE956289083862";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG997215075452";"E31238010000000000000021070019140";"13.6.2013";"";""""""""
"SEE979165107773";"1010132";"In Betrieb";"Wind";"3050";"3050";"4.7.2013";"12.2.2019";"Rheinland-Pfalz";"55444";"Seibersbach";"";"";"Seibersbach";"Flur 1 Flurstück Nr. 2/15";"07133023";"49,976692";"7,687306";"";"";"Windpark Seibersbach-Hochsteinchen";"135,4";"101";"ENERCON GmbH";"";"";"";"Horizontalläufer";"Windkraft an Land";"23.7.2021";"";"";"VERBUND Wind Power Deutschland GmbH";"ABR921090463318";"Volleinspeisung";"SGE956289083862";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG937120316561";"E31238010000000000000021070025253";"4.7.2013";"";""""""""
